_id,Proposal Number:,Program Cycle:,Submitting Institution Name:,Project Status:,Start Date:,Lead Investigator:,Project Duration:,End Date:,SubmissionType:,Proposal Title:,Research Keyword 1,Research Keyword 2,Research Keyword 3,Research Keyword 4,Research Keyword 5,Research Type:,Personnel,Institution,URL
623,UREP 08 - 060 - 2 - 018,UREP,Texas A&M University at Qatar,Award Tech. Completed,15 Jun 2010,Prof. Haitham Abu-Rub,1 Year(s),30 Jun 2011,New,HYBRID WIND/SOLAR PV/ BATTERY SYSTEMS FOR TELECOMMUNICATION BASE STATION POWER SUPPLY IN QATAR,Solar PV system, Wind energy, Maximum Power Point tracking , Adaptive Neuro-Fuzzy Inference system,,Applied research,"[('Primary Research Mentor', 'Prof. Haitham Abu-Rub', 'Texas A&amp;M University at Qatar'), ('Industry Research Mentor', 'Dr. Amer El-Saigh', 'Vodafone Qatar'), ('Student', 'Sinan  Sabeeh', 'Texas A&amp;M University at Qatar'), ('Student', 'Mr. Abul hasanat jahanur rahman', 'Texas A&amp;M University at Qatar'), ('Student', 'Omar shakir', 'Texas A&amp;M University at Qatar'), ('Student', 'Ahmed El-Saafin', 'Texas A&amp;M University at Qatar')]","[('Texas A&amp;M University at Qatar', 'Qatar', 'Submitting Institution'), ('Ooredoo', 'Qatar', 'Collaborative Institution')]",https://pub.qgrants.org/Awards/ProjectDetails?p=2590&s=U&prm2=0&prm4=0&prm5=0&prm6=0&prm9=0&prm12=0&prm13=0&prm14=0
624,UREP 08 - 059 - 2 - 017,UREP,Texas A&M University at Qatar,Award Tech. Completed,15 Jun 2010,Dr. Mahmood Amani,1 Year(s),30 Jun 2011,New,An Experimental Investigation of the Effects of Ultra-High Pressure and Temperature on the Rheological Properties of Water-Based Drilling Fluids,Drilling Fluids, High Pressure High Temperature Wells, Well Drilling, Rheological Properties,,Experimental Development,"[('Primary Research Mentor', 'Dr. Mahmood Amani', 'Texas A&amp;M University at Qatar'), ('Industry Research Mentor', 'Ossama Bayoumy', 'RasGas'), ('Industry Research Mentor', 'MOHSEN YAVARI', 'Gulf Drilling International'), ('Student', 'MUSTAFA AL-WAILY', 'Texas A&amp;M University at Qatar'), ('Student', 'Abdulrahman Abu-Nada', 'Texas A&amp;M University at Qatar'), ('Student', 'Ahmed Hassaan', 'Texas A&amp;M University at Qatar'), ('Student', 'Salem Al-Adba', 'Texas A&amp;M University at Qatar'), ('Student', 'Jad Halabi', 'Texas A&amp;M University at Qatar'), ('Student', 'Mohammed Al-Jubouri', 'Texas A&amp;M University at Qatar'), ('Student', 'Yassine El Wardany', 'Texas A&amp;M University at Qatar'), ('Student', 'mohammed fakhroo', 'Texas A&amp;M University at Qatar'), ('Student', 'Mohammed Alkhatib', 'Texas A&amp;M University at Qatar')]","[('Texas A&amp;M University at Qatar', 'Qatar', 'Submitting Institution'), ('RasGas', 'Qatar', 'Collaborative Institution'), ('Gulf Drilling International', 'Qatar', 'Collaborative Institution')]",https://pub.qgrants.org/Awards/ProjectDetails?p=2589&s=U&prm2=0&prm4=0&prm5=0&prm6=0&prm9=0&prm12=0&prm13=0&prm14=0
625,UREP 08 - 054 - 2 - 014,UREP,Texas A&M University at Qatar,Award Tech. Completed,15 Jun 2010,Dr. Hadi Nasrabadi,1 Year(s),30 Jun 2011,New,Fast and accurate estimation of rock properties from 3D CT scan images using lattice-Boltzmann simulation,petroleum engineering, simulation, rock properties, lattice Boltzmann method, 3D rock image,Applied research,"[('Primary Research Mentor', 'Dr. Hadi Nasrabadi', 'Texas A&amp;M University'), ('Student', 'zaynab Makki', 'Texas A&amp;M University at Qatar'), ('Student', 'Shubham Agrawal', 'Texas A&amp;M University at Qatar'), ('Student', 'Hesham Rashed', 'Texas A&amp;M University at Qatar'), ('Student', 'mohamed almodaris', 'Texas A&amp;M University at Qatar'), ('Research Mentor', 'Dr. Mashhad Fahes', 'University of Oklahoma')]","[('Texas A&amp;M University at Qatar', 'Qatar', 'Submitting Institution')]",https://pub.qgrants.org/Awards/ProjectDetails?p=2584&s=U&prm2=0&prm4=0&prm5=0&prm6=0&prm9=0&prm12=0&prm13=0&prm14=0
626,UREP 08 - 052 - 3 - 011,UREP,University of Calgary - Qatar,Award Tech. Completed,15 Jun 2010,Dr. Diane Duff,1 Year(s),30 Jun 2011,Resubmission of [UREP 07 - 119 - 3 - 026],Neuroscience Nursing in Qatar: Descriptive Exploratory Study of Practice and Educational Needs,neuroscience, nursing, specialty education, neurology, neurosurgery,Applied research,"[('Primary Research Mentor', 'Dr. Diane Duff', 'University of Calgary - Qatar'), ('Industry Research Mentor', 'Ms. Elizabeth Young', 'Hamad Medical Corporation'), ('Student', 'Sailanie Caleja', 'University of Calgary - Qatar'), ('Student', 'Munachiso Bob-Ume', 'University of Calgary - Qatar'), ('Student', 'Yassmin  Hussein', 'University of Calgary - Qatar'), ('Student', 'Aisha Yousif', 'University of Calgary - Qatar'), ('Student', 'Maroua Bouafif', 'University of Calgary - Qatar'), ('Student', 'amal Karib', 'University of Calgary - Qatar'), ('Student', 'Areej  Abu Joundi', 'University of Calgary - Qatar'), ('Student', 'taibah  ahmed', 'University of Calgary - Qatar'), ('Research Mentor', 'Dr. Alice Gaudine', 'University of Calgary - Qatar'), ('Research Mentor', 'Ms. Isabelle Kelly', 'University of Calgary - Qatar'), ('Research Mentor', 'Ms. Lisa Moralejo', 'University of Calgary - Qatar')]","[('University of Calgary - Qatar', 'Qatar', 'Submitting Institution'), ('Hamad Medical Corporation', 'Qatar', 'Collaborative Institution')]",https://pub.qgrants.org/Awards/ProjectDetails?p=2582&s=U&prm2=0&prm4=0&prm5=0&prm6=0&prm9=0&prm12=0&prm13=0&prm14=0
627,UREP 08 - 049 - 6 - 004,UREP,Qatar University,Award Tech. Completed,15 Jun 2010,Dr. Sherine Al-Menshawy,1 Year(s),30 Jun 2011,New,Qatar as a Crossroads: Students Writing their own History,writing history, documantation analysis (primary & secondary), research methodology,,,Applied research,"[('Primary Research Mentor', 'Dr. Sherine Al-Menshawy', 'Qatar University'), ('Industry Research Mentor', 'Dr. Rogaia Abusharaf', 'Georgetown University School of Foreign Service in Qatar'), ('Industry Research Mentor', ""Dr. Patricia O'Connor"", 'Georgetown University School of Foreign Service in Qatar'), ('Student', 'jwohara  Aljaal', 'Qatar University'), ('Student', 'Amina Ben baba ali', 'Qatar University'), ('Student', 'NOORA AL-MURAIKHI', 'Qatar University'), ('Student', 'wasmiya alibrahim', 'Qatar University'), ('Student', 'Malik Habayeb', 'Georgetown University School of Foreign Service in Qatar'), ('Student', 'Islam Hassan', 'Georgetown University School of Foreign Service in Qatar'), ('Student', 'Maryam Al-Makki', 'Qatar University'), ('Student', 'Reine Atrach', 'Georgetown University School of Foreign Service in Qatar'), ('Student', 'Fatimatuz  Muneer', 'Georgetown University School of Foreign Service in Qatar'), ('Student', 'Intidhar  Amri', 'Georgetown University School of Foreign Service in Qatar'), ('Student', 'Shaily Agrawal', 'Georgetown University School of Foreign Service in Qatar'), ('Student', 'Reema Matalqa', 'Qatar University'), ('Research Mentor', 'Dr. Youssef Al-Abdulla', 'Qatar University')]","[('Qatar University', 'Qatar', 'Submitting Institution'), ('Georgetown University School of Foreign Service in Qatar', 'Qatar', 'Collaborative Institution')]",https://pub.qgrants.org/Awards/ProjectDetails?p=2579&s=U&prm2=0&prm4=0&prm5=0&prm6=0&prm9=0&prm12=0&prm13=0&prm14=0
628,UREP 08 - 048 - 4 - 001,UREP,Qatar University,Award Tech. Completed,15 Jun 2010,Dr. Talaat Ahmed,1 Year(s),30 Jun 2011,New,Detection of somaclonal variation in date palm during micro-propagation using DNA markers,date palm , somaclonal variation , DNA markers,,,Applied research,"[('Primary Research Mentor', 'Dr. Talaat Ahmed', 'Qatar University'), ('Industry Research Mentor', 'Dr. Khaled Suliman Elmeer', 'Ministry of Municipality and Environment (MME)'), ('Student', 'sura alsamaraee', 'Qatar University'), ('Student', 'Hanan  Zaidan', 'Qatar University')]","[('Qatar University', 'Qatar', 'Submitting Institution'), ('Ministry of Municipality and Environment (MME)', 'Qatar', 'Collaborative Institution')]",https://pub.qgrants.org/Awards/ProjectDetails?p=2578&s=U&prm2=0&prm4=0&prm5=0&prm6=0&prm9=0&prm12=0&prm13=0&prm14=0
629,UREP 08 - 046 - 3 - 010,UREP,Weill Cornell Medical College in Qatar,Award Tech. Completed,15 Jun 2010,Prof. Abdulbari Bener,1 Year(s),30 Jun 2011,Resubmission of [UREP 07 - 045 - 3 - 010],"Consanguinity, short inter-pregnancy interval and risk of low birth weight in the State of Qatar",Low Birth Weight, Epidemiology, Risk Factors,,,Basic research,"[('Primary Research Mentor', 'Prof. Abdulbari Bener', 'Hamad Medical Corporation'), ('Industry Research Mentor', 'Dr. Khalil Salameh', 'Hamad Medical Corporation'), ('Industry Research Mentor', 'Dr. Najah Saleh', 'Hamad Medical Corporation'), ('Student', 'Basma Basha', 'Weill Cornell Medical College in Qatar'), ('Student', 'Sharen Joseph', 'Weill Cornell Medical College in Qatar'), ('Student', 'Rama AlBaz', 'Weill Cornell Medical College in Qatar')]","[('Weill Cornell Medical College in Qatar', 'Qatar', 'Submitting Institution'), ('Hamad Medical Corporation', 'Qatar', 'Collaborative Institution')]",https://pub.qgrants.org/Awards/ProjectDetails?p=2576&s=U&prm2=0&prm4=0&prm5=0&prm6=0&prm9=0&prm12=0&prm13=0&prm14=0
630,UREP 08 - 043 - 2 - 011,UREP,Texas A&M University at Qatar,Award Tech. Completed,15 Jun 2010,Dr. Hadi Nasrabadi,1 Year(s),30 Jun 2011,New,Development of an interactive GPU-based reservoir simulator: Phase 1 - two-phase immiscible flow,Petroleum Engineering, Reservoir simulation, GPU computing,,,Applied research,"[('Primary Research Mentor', 'Dr. Hadi Nasrabadi', 'Texas A&amp;M University'), ('Industry Research Mentor', 'Miss Lama Al-Oreibi', 'Qatar Shell Research &amp; Technology Center QSTP LLC'), ('Student', 'Khalid Al-Mohannadi', 'Texas A&amp;M University at Qatar'), ('Student', 'Balsam Al-Marri', 'Texas A&amp;M University at Qatar'), ('Student', 'Kazi Sabrina Alam', 'Texas A&amp;M University at Qatar'), ('Student', 'Mohamed Al-Kuwari', 'Texas A&amp;M University at Qatar')]","[('Texas A&amp;M University at Qatar', 'Qatar', 'Submitting Institution'), ('Qatar Shell Research &amp; Technology Center QSTP LLC', 'Qatar', 'Collaborative Institution')]",https://pub.qgrants.org/Awards/ProjectDetails?p=2573&s=U&prm2=0&prm4=0&prm5=0&prm6=0&prm9=0&prm12=0&prm13=0&prm14=0
631,UREP 08 - 040 - 3 - 008,UREP,Weill Cornell Medical College in Qatar,Award Tech. Completed,15 Jun 2010,Dr. Nasrin Mesaeli,1 Year(s),30 Jun 2011,New,Regulation of insulin and insulin receptor synthesis and maturation by endoplasmic reticulum chaperones.,insulin receptor, insulin, diabetes, Calreticulin, endoplasmic reticulum,Basic research,"[('Primary Research Mentor', 'Dr. Nasrin Mesaeli', 'Weill Cornell Medical College in Qatar'), ('Student', 'Mustafa Kinaan', 'Weill Cornell Medical College in Qatar'), ('Student', 'Taha Aljuhaishi', 'Weill Cornell Medical College in Qatar'), ('Student', 'Motaz Awad', 'Weill Cornell Medical College in Qatar')]","[('Weill Cornell Medical College in Qatar', 'Qatar', 'Submitting Institution')]",https://pub.qgrants.org/Awards/ProjectDetails?p=2570&s=U&prm2=0&prm4=0&prm5=0&prm6=0&prm9=0&prm12=0&prm13=0&prm14=0
632,UREP 08 - 037 - 2 - 009,UREP,Qatar University,Award Tech. Completed,15 Jun 2010,Prof. Mahmoud Alrefaei,1 Year(s),30 Jun 2011,New,Designing an Optimal Outpatient-Appointment Scheduling System at Doha Hospital Clinic,Patients Scheduling, Discrete Event Simulation, Multi-Objective Optimization,,,Applied research,"[('Primary Research Mentor', 'Prof. Mahmoud Alrefaei', 'Jordan University of Science and Technology'), ('Student', 'Alaa Abunahia', 'Qatar University'), ('Student', 'Abeer Abulebdah', 'Qatar University'), ('Student', 'Dania Khayal', 'Qatar University')]","[('Qatar University', 'Qatar', 'Submitting Institution')]",https://pub.qgrants.org/Awards/ProjectDetails?p=2567&s=U&prm2=0&prm4=0&prm5=0&prm6=0&prm9=0&prm12=0&prm13=0&prm14=0
633,UREP 08 - 036 - 6 - 002,UREP,University of Calgary - Qatar,Award Tech. Completed,15 Jun 2010,Ms. Virginia Christopher,1 Year(s),30 Jun 2011,New,Assessing English Language Placement Tests for Use in Qatari Post-secondary Institutions,English, Placement tests, language,,,Basic research,"[('Primary Research Mentor', 'Ms. Virginia Christopher', 'University of Calgary - Qatar'), ('Industry Research Mentor', 'Dr. Dudley Reynolds', 'Carnegie Mellon University - Qatar'), ('Student', 'Muna  Aden', 'University of Calgary - Qatar'), ('Student', 'Oumaima Souyah', 'University of Calgary - Qatar'), ('Student', 'Mihad Ibrahim', 'University of Calgary - Qatar'), ('Student', 'Noof Alkuwari', 'University of Calgary - Qatar'), ('Research Mentor', 'Ms. Karen Brooke', 'University of Calgary - Qatar'), ('Research Mentor', 'Dr. brad johnson', 'University of Calgary - Qatar')]","[('University of Calgary - Qatar', 'Qatar', 'Submitting Institution'), ('Carnegie Mellon University - Qatar', 'Qatar', 'Collaborative Institution')]",https://pub.qgrants.org/Awards/ProjectDetails?p=2566&s=U&prm2=0&prm4=0&prm5=0&prm6=0&prm9=0&prm12=0&prm13=0&prm14=0
634,UREP 08 - 035 - 2 - 008,UREP,Qatar University,Award Tech. Completed,15 Jun 2010,Dr. Majeda Khraisheh,1 Year(s),30 Jun 2011,New,The utilization of industrial waste heat for the production of fresh water by membrane distillation: Industrial Case studies,Waste Heat, membrane distillation, Desalination, Heat Integration,,Applied research,"[('Primary Research Mentor', 'Dr. Majeda Khraisheh', 'Qatar University'), ('Industry Research Mentor', 'Dr. Samer Adham', 'ConocoPhillips Water Technology Ltd QSTP-B'), ('Student', 'maryam hamidani', 'Qatar University'), ('Student', 'fatima ahmed', 'Qatar University'), ('Student', 'Wadha Helal', 'Qatar University'), ('Student', 'Amna Hassan', 'Qatar University'), ('Student', 'Noor AlBaker', 'Qatar University'), ('Student', 'Aysha  Al-Mohannadi', 'Qatar University'), ('Research Mentor', 'Prof. Farid Benyahia', 'Qatar University')]","[('Qatar University', 'Qatar', 'Submitting Institution'), ('ConocoPhillips Water Technology Ltd QSTP-B', 'Qatar', 'Collaborative Institution')]",https://pub.qgrants.org/Awards/ProjectDetails?p=2565&s=U&prm2=0&prm4=0&prm5=0&prm6=0&prm9=0&prm12=0&prm13=0&prm14=0
635,UREP 08 - 029 - 1 - 007,UREP,Qatar University,Award Tech. Completed,15 Jun 2010,Dr. Rachid Hadjidj,1 Year(s),30 Jun 2011,New,Mining Write-Prints for Authorship Attribution in E-mail Forensics,computer security, computer forensics, email mining,,,Applied research,"[('Primary Research Mentor', 'Dr. Rachid Hadjidj', 'Qatar University'), ('Student', 'Salha AL-Muhannadi', 'Qatar University'), ('Student', 'wadha aljahish', 'Qatar University'), ('Student', 'Sara Al-Noaimi', 'Qatar University')]","[('Qatar University', 'Qatar', 'Submitting Institution')]",https://pub.qgrants.org/Awards/ProjectDetails?p=2559&s=U&prm2=0&prm4=0&prm5=0&prm6=0&prm9=0&prm12=0&prm13=0&prm14=0
636,UREP 08 - 028 - 1 - 006,UREP,Weill Cornell Medical College in Qatar,Award Tech. Completed,15 Jun 2010,Dr. Benjamin Shykind,1 Year(s),30 Jun 2011,New,Monoallelic Gene Choice in Xenopus laevis and tropicalis,gene , neuron, olfactory, receptor, regulation,Basic research,"[('Primary Research Mentor', 'Dr. Benjamin Shykind', 'Weill Cornell Medical College in Qatar'), ('Student', 'Bassel Saksouk', 'Weill Cornell Medical College in Qatar'), ('Student', 'Reem  Shawar', 'Weill Cornell Medical College in Qatar')]","[('Weill Cornell Medical College in Qatar', 'Qatar', 'Submitting Institution')]",https://pub.qgrants.org/Awards/ProjectDetails?p=2558&s=U&prm2=0&prm4=0&prm5=0&prm6=0&prm9=0&prm12=0&prm13=0&prm14=0
637,UREP 08 - 024 - 5 - 005,UREP,Qatar University,Award Tech. Completed,15 Jun 2010,Dr. Syed  Raza,1 Year(s),30 Jun 2011,New,Optimal riskless and risk-based pricing for a multiple products offering firm facing market cannibalization,revenue management, pricing, cannibalization,,,Applied research,"[('Primary Research Mentor', 'Dr. Syed  Raza', 'Qatar University'), ('Student', 'fatimah  aloqayli', 'Qatar University'), ('Student', 'Amna al-Kuwari', 'Qatar University')]","[('Qatar University', 'Qatar', 'Submitting Institution')]",https://pub.qgrants.org/Awards/ProjectDetails?p=2554&s=U&prm2=0&prm4=0&prm5=0&prm6=0&prm9=0&prm12=0&prm13=0&prm14=0
638,UREP 08 - 023 - 2 - 007,UREP,Qatar University,Award Terminated,15 Jun 2010,Dr. Abdulreda Alsaygh,1 Year(s),30 Jun 2011,New,Simulation of Natural Gas Dehydration Process Using Aspen Plus,Dehydration, Natural Gas, Simulation,,,Applied research,"[('Primary Research Mentor', 'Dr. Abdulreda Alsaygh', 'Qatar University'), ('Student', 'Samar Elkhalifa', 'Qatar University'), ('Student', 'Maryam Almesaifri', 'Qatar University'), ('Student', 'Noor  Riad', 'Qatar University')]","[('Qatar University', 'Qatar', 'Submitting Institution')]",https://pub.qgrants.org/Awards/ProjectDetails?p=2553&s=U&prm2=0&prm4=0&prm5=0&prm6=0&prm9=0&prm12=0&prm13=0&prm14=0
639,UREP 08 - 020 - 5 - 004,UREP,Weill Cornell Medical College in Qatar,Award Tech. Completed,15 Jun 2010,Dr. Krystyna Golkowska,1 Year(s),30 Jun 2011,New,Socioeconomic and cultural factors contributing to obesity in Qatari women,Obesity, qatar, women, socio-cultural, factors,Basic research,"[('Primary Research Mentor', 'Dr. Krystyna Golkowska', 'Weill Cornell Medical College in Qatar'), ('Student', 'Fathima  Kamil', 'Weill Cornell Medical College in Qatar'), ('Student', 'Lina Abdul Karim', 'Weill Cornell Medical College in Qatar'), ('Student', 'Falastine Daas', 'Weill Cornell Medical College in Qatar')]","[('Weill Cornell Medical College in Qatar', 'Qatar', 'Submitting Institution')]",https://pub.qgrants.org/Awards/ProjectDetails?p=2550&s=U&prm2=0&prm4=0&prm5=0&prm6=0&prm9=0&prm12=0&prm13=0&prm14=0
640,UREP 08 - 018 - 3 - 003,UREP,Weill Cornell Medical College in Qatar,Award Tech. Completed,15 Jun 2010,Dr. Hong Ding,1 Year(s),30 Jun 2011,New,Diabetic vascular disease: Evaluation of the contribution of hyperglycaemia to endoplasmic reticulum stress in microvessel endothelial cells and determination of potential new therapeutic target(s).,diabetes, endothelial dysfunction, ER stress,,,Basic research,"[('Primary Research Mentor', 'Dr. Hong Ding', 'Weill Cornell Medical College in Qatar'), ('Student', 'Sadeer Al-Kindi', 'Weill Cornell Medical College in Qatar'), ('Student', 'Rahima Sanya', 'Weill Cornell Medical College in Qatar'), ('Student', 'yahya Al-Mezrakchi', 'Weill Cornell Medical College in Qatar'), ('Research Mentor', 'Prof. Christopher Triggle', 'Weill Cornell Medical College in Qatar')]","[('Weill Cornell Medical College in Qatar', 'Qatar', 'Submitting Institution')]",https://pub.qgrants.org/Awards/ProjectDetails?p=2548&s=U&prm2=0&prm4=0&prm5=0&prm6=0&prm9=0&prm12=0&prm13=0&prm14=0
641,UREP 08 - 017 - 3 - 002,UREP,Weill Cornell Medical College in Qatar,Award Tech. Completed,15 Jun 2010,Prof. Christopher Triggle,1 Year(s),30 Jun 2011,New,"Diabetes, glucose-induced toxicity and epigenetic changes in islet beta cell function: Seeking new therapeutic targets for protection of beta cell function.",Diabetes, pancreatic beta cell, endoplasmic reticulum stress, hyperglycaemia, glucose toxicity,Basic research,"[('Primary Research Mentor', 'Prof. Christopher Triggle', 'Weill Cornell Medical College in Qatar'), ('Student', 'Abdulwahed Zainel', 'Weill Cornell Medical College in Qatar'), ('Student', 'Rawy Al Asaly', 'Weill Cornell Medical College in Qatar'), ('Student', 'Afaf Osman', 'Weill Cornell Medical College in Qatar'), ('Research Mentor', 'Dr. Hamda Al-Naemi', 'Qatar University')]","[('Weill Cornell Medical College in Qatar', 'Qatar', 'Submitting Institution'), ('Qatar University', 'Qatar', 'Collaborative Institution')]",https://pub.qgrants.org/Awards/ProjectDetails?p=2547&s=U&prm2=0&prm4=0&prm5=0&prm6=0&prm9=0&prm12=0&prm13=0&prm14=0
642,UREP 08 - 016 - 1 - 005,UREP,Qatar University,Award Tech. Completed,15 Jun 2010,Dr. Saleh Alhazbi,1 Year(s),30 Jun 2011,Resubmission of [UREP 07 - 132 - 1 - 032],Dynamic Adaptation in Context-Aware Service-Oriented Mobile Applications,Context-aware, Service-oriented, Dynamic Adaptation, Mobile Computing,,Applied research,"[('Primary Research Mentor', 'Dr. Saleh Alhazbi', 'Qatar University'), ('Industry Research Mentor', 'Ms. Sadeem Al-Mahmied', 'Qatar Tourism Authority'), ('Student', 'Shaima Ibrahim', 'Qatar University'), ('Student', 'Zohreh Fouroozesh', 'Qatar University'), ('Student', 'Noor Al-Jaidah', 'Qatar University')]","[('Qatar University', 'Qatar', 'Submitting Institution'), ('Qatar Tourism Authority', 'Qatar', 'Collaborative Institution')]",https://pub.qgrants.org/Awards/ProjectDetails?p=2546&s=U&prm2=0&prm4=0&prm5=0&prm6=0&prm9=0&prm12=0&prm13=0&prm14=0
